id,chr,start,end,strand,flagged,hit_start,best_bits,tata_center,tss_overlap,klass
train_negative_3672,chr4,80103436,80103936,+,False,286,1.175625,80103725.5,False,negative
train_negative_3673,chr7,97952228,97952728,+,False,352,1.136894,97952583.5,False,negative
train_negative_3674,chr17,13788578,13789078,+,False,222,1.2178754,13788803.5,False,negative
train_negative_3675,chr16,14317035,14317535,+,True,380,1.6909801,14317418.5,False,negative
train_negative_3676,chr8,29501527,29502027,+,False,248,0.827213,29501778.5,False,negative
train_negative_3677,chr5,153374906,153375406,+,False,282,1.0867798,153375191.5,False,negative
train_negative_3678,chrX,52779360,52779860,+,False,143,1.0867798,52779506.5,False,negative
train_negative_3679,chr10,128894396,128894896,+,False,174,1.0219986,128894573.5,False,negative
train_negative_3680,chr3,27952862,27953362,+,False,89,1.1103598,27952954.5,False,negative
train_negative_3681,chr5,57104042,57104542,+,False,198,1.1854223,57104243.5,False,negative
train_negative_3682,chr7,42459901,42460401,+,False,153,1.1000797,42460057.5,False,negative
train_negative_3683,chr5,36405028,36405528,+,True,124,1.6909801,36405155.5,False,negative
train_negative_3684,chr5,4499241,4499741,+,True,246,1.5662873,4499490.5,False,negative
train_negative_3685,chr1,48275314,48275814,+,True,345,1.3003176,48275662.5,False,negative
train_negative_3686,chr18,61210099,61210599,+,True,193,1.4028636,61210295.5,False,negative
train_negative_3687,chr4,137126758,137127258,+,True,267,1.3003176,137127028.5,False,negative
train_negative_3688,chr17,71625776,71626276,+,True,196,1.6909801,71625975.5,False,negative
train_negative_3689,chr4,10220236,10220736,+,True,236,1.6909801,10220475.5,False,negative
train_negative_3690,chr5,12085834,12086334,+,True,251,1.5662874,12086088.5,False,negative
train_negative_3691,chr3,20372737,20373237,+,True,172,1.5275564,20372912.5,False,negative
train_negative_3692,chr4,147003323,147003823,+,False,115,0.7550759,147003441.5,False,negative
train_negative_3693,chr3,86156836,86157336,+,True,422,1.5662874,86157261.5,False,negative
train_negative_3694,chr7,113363034,113363534,+,True,111,1.6909801,113363148.5,False,negative
train_negative_3695,chr7,51834937,51835437,+,False,343,1.1000795,51835283.5,False,negative
train_negative_3696,chr13,67696299,67696799,+,True,359,1.6909801,67696661.5,False,negative
train_negative_3697,chr5,96186157,96186657,+,True,39,1.6909801,96186199.5,False,negative
train_negative_3698,chrX,703954,704454,+,False,156,1.0544518,704113.5,False,negative
train_negative_3699,chr10,126745229,126745729,+,False,408,1.1854223,126745640.5,False,negative
train_negative_3700,chr10,91661879,91662379,+,True,286,1.5662873,91662168.5,False,negative
train_negative_3701,chr18,41863144,41863644,+,False,190,1.0931828,41863337.5,False,negative
train_negative_3702,chr14,77636880,77637380,+,False,17,1.1103598,77636900.5,False,negative
train_negative_3703,chr5,40379212,40379712,+,True,133,1.6909801,40379348.5,False,negative
train_negative_3704,chr10,34980216,34980716,+,False,472,1.2178755,34980691.5,False,negative
train_negative_3705,chr1,208777210,208777710,+,False,379,1.2178755,208777592.5,False,negative
train_negative_3706,chr5,21642074,21642574,+,False,135,1.1854223,21642212.5,False,negative
train_negative_3707,chr3,21224671,21225171,+,False,150,1.1103598,21224824.5,False,negative
train_negative_3708,chr4,58684199,58684699,+,True,370,1.359276,58684572.5,False,negative
train_negative_3709,chr4,116409348,116409848,+,False,88,1.136894,116409439.5,False,negative
train_negative_3710,chr6,44732353,44732853,+,True,472,1.5662873,44732828.5,False,negative
train_negative_3711,chr1,38321235,38321735,+,True,299,1.6909801,38321537.5,False,negative
train_negative_3712,chr19,27853926,27854426,+,False,5,0.6585666,27853934.5,False,negative
train_negative_3713,chr12,91389326,91389826,+,True,187,1.6909801,91389516.5,False,negative
train_negative_3714,chr16,26563276,26563776,+,True,108,1.5662874,26563387.5,False,negative
train_negative_3715,chr6,93702568,93703068,+,False,292,1.175625,93702863.5,False,negative
train_negative_3716,chr11,110352507,110353007,+,False,75,0.9543366,110352585.5,False,negative
train_negative_3717,chr15,82299446,82299946,+,False,54,0.22041056,82299503.5,False,negative
train_negative_3718,chr4,138033847,138034347,+,True,396,1.6909801,138034246.5,False,negative
train_negative_3719,chr10,108673633,108674133,+,False,225,1.1958524,108673861.5,False,negative
train_negative_3720,chr6,61599300,61599800,+,True,23,1.4028636,61599326.5,False,negative
train_negative_3721,chr22,26694449,26694949,+,False,305,1.0122012,26694757.5,False,negative
train_negative_3722,chr10,9276429,9276929,+,True,300,1.4028636,9276732.5,False,negative
train_negative_3723,chr12,9466465,9466965,+,False,362,0.7550759,9466830.5,False,negative
train_negative_3724,chr3,2038477,2038977,+,True,86,1.3003176,2038566.5,False,negative
train_negative_3725,chr8,109034407,109034907,+,True,402,1.5275564,109034812.5,False,negative
train_negative_3726,chr8,56615913,56616413,+,True,163,1.3003176,56616079.5,False,negative
train_negative_3727,chr19,29333251,29333751,+,True,319,1.3003176,29333573.5,False,negative
train_negative_3728,chr5,85943313,85943813,+,True,46,1.359276,85943362.5,False,negative
train_negative_3729,chr6,48753398,48753898,+,True,240,1.4028636,48753641.5,False,negative
train_negative_3730,chr13,80050608,80051108,+,True,99,1.6909801,80050710.5,False,negative
train_negative_3731,chrX,44706512,44707012,+,False,272,1.175625,44706787.5,False,negative
train_negative_3732,chr3,191051422,191051922,+,True,279,1.5275563,191051704.5,False,negative
train_negative_3733,chr3,94739876,94740376,+,True,332,1.5275564,94740211.5,False,negative
train_negative_3734,chr14,25164985,25165485,+,True,437,1.6909801,25165425.5,False,negative
train_negative_3735,chr16,8998851,8999351,+,False,296,1.2178755,8999150.5,False,negative
train_negative_3736,chr11,55219082,55219582,+,True,75,1.3003176,55219160.5,False,negative
train_negative_3737,chr18,1515038,1515538,+,False,309,1.1103598,1515350.5,False,negative
train_negative_3738,chr1,164149136,164149636,+,False,16,0.67104405,164149155.5,False,negative
train_negative_3739,chr8,54230607,54231107,+,True,58,1.5662873,54230668.5,False,negative
train_negative_3740,chr11,91346156,91346656,+,True,192,1.3003176,91346351.5,False,negative
train_negative_3741,chr7,109125506,109126006,+,True,96,1.359276,109125605.5,False,negative
train_negative_3742,chr1,80495065,80495565,+,True,140,1.5662873,80495208.5,True,negative
train_negative_3743,chr2,34708586,34709086,+,True,129,1.5275564,34708718.5,False,negative
train_negative_3744,chr3,181084349,181084849,+,True,75,1.4028636,181084427.5,False,negative
train_negative_3745,chr3,95604557,95605057,+,False,100,0.9233562,95604660.5,False,negative
train_negative_3746,chr8,72366403,72366903,+,False,399,1.2178754,72366805.5,False,negative
train_negative_3747,chr18,833057,833557,+,True,29,1.5662874,833089.5,False,negative
train_negative_3748,chr3,83225319,83225819,+,True,231,1.6909801,83225553.5,False,negative
train_negative_3749,chr18,47641866,47642366,+,True,31,1.5662874,47641900.5,False,negative
train_negative_3750,chr16,35053385,35053885,+,False,401,0.82964385,35053789.5,False,negative
train_negative_3751,chr3,109612114,109612614,+,True,345,1.6909801,109612462.5,False,negative
train_negative_3752,chr6,112654175,112654675,+,True,229,1.359276,112654407.5,False,negative
train_negative_3753,chr6,19055101,19055601,+,False,160,1.1103598,19055264.5,False,negative
train_negative_3754,chr8,29838747,29839247,+,False,276,0.827213,29839026.5,False,negative
train_negative_3755,chr14,26906613,26907113,+,False,129,1.2178755,26906745.5,False,negative
train_negative_3756,chr8,84972892,84973392,+,False,269,1.1000795,84973164.5,False,negative
train_negative_3757,chr17,71013681,71014181,+,False,1,1.2178755,71013685.5,False,negative
train_negative_3758,chr3,3421598,3422098,+,False,125,1.2178754,3421726.5,False,negative
train_negative_3759,chr8,137163977,137164477,+,False,368,1.0867798,137164348.5,False,negative
train_negative_3760,chr14,96170726,96171226,+,False,224,0.3178082,96170953.5,False,negative
train_negative_3761,chr1,192699935,192700435,+,True,19,1.6909801,192699957.5,False,negative
train_negative_3762,chr10,109394508,109395008,+,True,469,1.3003176,109394980.5,False,negative
train_negative_3763,chr1,96554093,96554593,+,True,35,1.3003176,96554131.5,False,negative
train_negative_3764,chr5,34566850,34567350,+,True,7,1.6909801,34566860.5,False,negative
train_negative_3765,chr16,65203857,65204357,+,False,282,1.2178754,65204142.5,False,negative
train_negative_3766,chr14,87741998,87742498,+,True,317,1.4028636,87742318.5,False,negative
train_negative_3767,chr8,126416995,126417495,+,False,119,0.9686136,126417117.5,False,negative
train_negative_3768,chr3,186436359,186436859,+,True,484,1.6909801,186436846.5,False,negative
train_negative_3769,chr4,161103196,161103696,+,True,274,1.359276,161103473.5,False,negative
train_negative_3770,chr5,126315784,126316284,+,False,317,1.2178755,126316104.5,False,negative
train_negative_3771,chr16,63795369,63795869,+,False,383,1.175625,63795755.5,False,negative
train_negative_3772,chr1,76696951,76697451,+,True,333,1.6909801,76697287.5,False,negative
train_negative_3773,chr18,22047631,22048131,+,False,131,1.1000795,22047765.5,False,negative
train_negative_3774,chr1,73464178,73464678,+,True,322,1.3003176,73464503.5,False,negative
train_negative_3775,chr8,120892092,120892592,+,True,426,1.5662873,120892521.5,False,negative
train_negative_3776,chr19,22553865,22554365,+,True,163,1.5662874,22554031.5,False,negative
train_negative_3777,chr1,2977410,2977910,+,False,229,-0.71795654,2977642.5,False,negative
train_negative_3778,chr1,113302740,113303240,+,False,320,1.0607296,113303063.5,False,negative
train_negative_3779,chr4,117313578,117314078,+,False,21,1.2178754,117313602.5,False,negative
train_negative_3780,chr5,6872840,6873340,+,False,463,1.1103598,6873306.5,False,negative
train_negative_3781,chr7,10546028,10546528,+,True,314,1.359276,10546345.5,False,negative
train_negative_3782,chr5,162503317,162503817,+,True,106,1.6909801,162503426.5,False,negative
train_negative_3783,chr7,19917970,19918470,+,True,182,1.5275564,19918155.5,False,negative
train_negative_3784,chr5,137593384,137593884,+,True,241,1.6909801,137593628.5,False,negative
train_negative_3785,chr11,119972611,119973111,+,True,303,1.6909801,119972917.5,False,negative
train_negative_3786,chr6,94408036,94408536,+,True,173,1.6909801,94408212.5,False,negative
train_negative_3787,chr18,25974109,25974609,+,True,288,1.3003176,25974400.5,False,negative
train_negative_3788,chr13,104714309,104714809,+,False,355,0.9856671,104714667.5,False,negative
train_negative_3789,chr1,168352588,168353088,+,False,76,1.1103598,168352667.5,False,negative
train_negative_3790,chr10,114796644,114797144,+,False,413,0.9620872,114797060.5,False,negative
train_negative_3791,chr3,82581446,82581946,+,True,338,1.6909801,82581787.5,False,negative
train_negative_3792,chr20,43785897,43786397,+,True,78,1.6909801,43785978.5,False,negative
train_negative_3793,chr1,63084823,63085323,+,True,269,1.5662874,63085095.5,False,negative
train_negative_3794,chr10,92433357,92433857,+,True,18,1.3003176,92433378.5,False,negative
train_negative_3795,chr15,79677743,79678243,+,True,483,1.5662874,79678229.5,False,negative
train_negative_3796,chr18,35855534,35856034,+,False,224,1.0122013,35855761.5,False,negative
train_negative_3797,chr5,118565268,118565768,+,False,358,1.2178755,118565629.5,False,negative
train_negative_3798,chr2,21449951,21450451,+,False,316,1.2178754,21450270.5,False,negative
train_negative_3799,chr3,106181757,106182257,+,True,351,1.6909801,106182111.5,False,negative
train_negative_3800,chr11,4432877,4433377,+,True,177,1.6909801,4433057.5,False,negative
train_negative_3801,chr12,8801704,8802204,+,True,395,1.359276,8802102.5,False,negative
train_negative_3802,chr10,56262434,56262934,+,False,77,1.2178755,56262514.5,False,negative
train_negative_3803,chr3,74204417,74204917,+,True,205,1.5662873,74204625.5,False,negative
train_negative_3804,chr8,72335724,72336224,+,False,83,1.1000795,72335810.5,False,negative
train_negative_3805,chr15,68493793,68494293,+,False,193,0.7786557,68493989.5,False,negative
train_negative_3806,chr3,106867547,106868047,+,False,286,1.1854223,106867836.5,False,negative
train_negative_3807,chr16,32316253,32316753,+,False,281,0.9543366,32316537.5,False,negative
train_negative_3808,chr1,46485936,46486436,+,False,391,-0.36309245,46486330.5,False,negative
train_negative_3809,chr5,101605089,101605589,+,True,173,1.5662874,101605265.5,False,negative
train_negative_3810,chr7,29724611,29725111,+,False,353,1.175625,29724967.5,False,negative
train_negative_3811,chr5,125582035,125582535,+,True,381,1.6909801,125582419.5,False,negative
train_negative_3812,chr3,75424893,75425393,+,False,329,1.2178755,75425225.5,False,negative
train_negative_3813,chr1,106740213,106740713,+,True,305,1.6909801,106740521.5,False,negative
train_negative_3814,chr7,67423742,67424242,+,True,413,1.5662874,67424158.5,False,negative
train_negative_3815,chr18,47438584,47439084,+,True,425,1.5662874,47439012.5,False,negative
train_negative_3816,chrX,47773681,47774181,+,True,436,1.5662873,47774120.5,False,negative
train_negative_3817,chr11,107045639,107046139,+,True,415,1.6909801,107046057.5,False,negative
train_negative_3818,chr7,49311885,49312385,+,True,431,1.6909801,49312319.5,False,negative
train_negative_3819,chr4,127131423,127131923,+,True,330,1.6909801,127131756.5,False,negative
train_negative_3820,chr17,71445693,71446193,+,False,300,0.9753869,71445996.5,False,negative
train_negative_3821,chr1,73161356,73161856,+,False,413,1.2178755,73161772.5,False,negative
train_negative_3822,chr4,94685263,94685763,+,False,241,1.2178754,94685507.5,False,negative
train_negative_3823,chr4,121583383,121583883,+,False,0,1.0931827,121583386.5,False,negative
train_negative_3824,chr8,111041775,111042275,+,True,368,1.5275563,111042146.5,False,negative
train_negative_3825,chr15,47863072,47863572,+,True,138,1.6909801,47863213.5,False,negative
train_negative_3826,chr1,79396174,79396674,+,True,51,1.359276,79396228.5,False,negative
train_negative_3827,chrX,22631640,22632140,+,False,370,0.88617146,22632013.5,False,negative
train_negative_3828,chr11,130854567,130855067,+,True,36,1.5662874,130854606.5,False,negative
train_negative_3829,chr7,98489915,98490415,+,False,193,1.1000795,98490111.5,False,negative
train_negative_3830,chr12,45555425,45555925,+,False,124,1.1854223,45555552.5,False,negative
train_negative_3831,chr17,51346263,51346763,+,False,483,1.1103598,51346749.5,False,negative
train_negative_3832,chr6,29856743,29857243,+,True,414,1.5662874,29857160.5,False,negative
train_negative_3833,chr19,50604289,50604789,+,False,330,0.7909129,50604622.5,False,negative
train_negative_3834,chr11,87369968,87370468,+,False,441,0.79475987,87370412.5,False,negative
train_negative_3835,chr1,69462513,69463013,+,True,143,1.5662873,69462659.5,False,negative
train_negative_3836,chr8,20366191,20366691,+,True,206,1.6909801,20366400.5,False,negative
train_negative_3837,chr12,114028440,114028940,+,True,254,1.5662874,114028697.5,False,negative
train_negative_3838,chr7,63277173,63277673,+,False,487,1.175625,63277663.5,False,negative
train_negative_3839,chr13,70701803,70702303,+,False,245,1.1958524,70702051.5,False,negative
train_negative_3840,chr12,97530014,97530514,+,False,163,1.0607296,97530180.5,True,negative
train_negative_3841,chr21,20974601,20975101,+,False,63,1.2178755,20974667.5,False,negative
train_negative_3842,chr6,139011845,139012345,+,True,438,1.4028636,139012286.5,False,negative
train_negative_3843,chr10,64331089,64331589,+,True,290,1.6909801,64331382.5,False,negative
train_negative_3844,chr14,29175672,29176172,+,True,86,1.6909801,29175761.5,False,negative
train_negative_3845,chr4,56108096,56108596,+,True,305,1.6909801,56108404.5,False,negative
train_negative_3846,chr19,37835413,37835913,+,False,208,1.1854223,37835624.5,False,negative
train_negative_3847,chr5,70238438,70238938,+,True,50,1.6909801,70238491.5,False,negative
train_negative_3848,chr7,82679133,82679633,+,True,69,1.3003176,82679205.5,False,negative
train_negative_3849,chr2,34170226,34170726,+,False,220,0.9686136,34170449.5,False,negative
train_negative_3850,chr4,9584919,9585419,+,False,260,1.2178755,9585182.5,False,negative
train_negative_3851,chr17,20924649,20925149,+,True,88,1.5662874,20924740.5,False,negative
train_negative_3852,chr7,25690094,25690594,+,True,406,1.359276,25690503.5,True,negative
train_negative_3853,chr2,31697150,31697650,+,False,436,1.2178755,31697589.5,False,negative
train_negative_3854,chr4,129427933,129428433,+,False,43,1.2178755,129427979.5,False,negative
train_negative_3855,chr8,131616413,131616913,+,True,478,1.6909801,131616894.5,False,negative
train_negative_3856,chr1,119847665,119848165,+,False,486,0.5945218,119848154.5,False,negative
train_negative_3857,chr11,11248776,11249276,+,False,290,1.1000797,11249069.5,False,negative
train_negative_3858,chr5,96113033,96113533,+,True,265,1.6909801,96113301.5,False,negative
train_negative_3859,chr3,80333281,80333781,+,True,100,1.6909801,80333384.5,False,negative
train_negative_3860,chr12,72110161,72110661,+,True,38,1.5275564,72110202.5,False,negative
train_negative_3861,chr1,188715307,188715807,+,True,165,1.6909801,188715475.5,False,negative
train_negative_3862,chr4,174902614,174903114,+,True,343,1.4028636,174902960.5,False,negative
train_negative_3863,chr1,14305793,14306293,+,False,276,0.79475987,14306072.5,False,negative
train_negative_3864,chr13,73656851,73657351,+,True,202,1.5662874,73657056.5,False,negative
train_negative_3865,chr3,70531127,70531627,+,True,366,1.5662874,70531496.5,False,negative
train_negative_3866,chr8,81157105,81157605,+,False,153,1.1103598,81157261.5,True,negative
train_negative_3867,chr7,136565660,136566160,+,True,464,1.5662873,136566127.5,False,negative
train_negative_3868,chr6,8908088,8908588,+,True,161,1.6909801,8908252.5,False,negative
train_negative_3869,chr6,81239988,81240488,+,True,114,1.5662874,81240105.5,False,negative
train_negative_3870,chr10,2473491,2473991,+,True,309,1.6909801,2473803.5,False,negative
train_negative_3871,chr3,87537310,87537810,+,True,412,1.6909801,87537725.5,False,negative
train_negative_3872,chr7,4562027,4562527,+,False,286,1.1000795,4562316.5,False,negative
train_negative_3873,chr1,219407034,219407534,+,True,365,1.4028636,219407402.5,False,negative
train_negative_3874,chr4,43237085,43237585,+,True,460,1.5275563,43237548.5,False,negative
train_negative_3875,chr3,13731006,13731506,+,True,224,1.3003176,13731233.5,False,negative
train_negative_3876,chr4,19427768,19428268,+,True,327,1.6909801,19428098.5,False,negative
train_negative_3877,chr5,15466889,15467389,+,True,238,1.5662873,15467130.5,False,negative
train_negative_3878,chr4,62103878,62104378,+,True,372,1.5275563,62104253.5,False,negative
train_negative_3879,chrX,5374624,5375124,+,False,37,1.175625,5374664.5,False,negative
train_negative_3880,chr6,132122247,132122747,+,False,337,1.1103598,132122587.5,False,negative
train_negative_3881,chr13,45735082,45735582,+,False,269,1.136894,45735354.5,False,negative
train_negative_3882,chr13,71889263,71889763,+,True,87,1.6909801,71889353.5,False,negative
train_negative_3883,chr18,28400143,28400643,+,True,2,1.6909801,28400148.5,False,negative
train_negative_3884,chr4,94409880,94410380,+,True,303,1.6909801,94410186.5,False,negative
train_negative_3885,chr5,93295819,93296319,+,False,267,0.67006713,93296089.5,False,negative
train_negative_3886,chr17,20384566,20385066,+,True,448,1.5275564,20385017.5,False,negative
train_negative_3887,chr4,129809864,129810364,+,True,189,1.6909801,129810056.5,False,negative
train_negative_3888,chr4,44866073,44866573,+,False,181,1.1103598,44866257.5,False,negative
train_negative_3889,chr1,195947543,195948043,+,False,236,1.1103598,195947782.5,False,negative
train_negative_3890,chr5,25819686,25820186,+,True,88,1.6909801,25819777.5,False,negative
train_negative_3891,chr14,41287620,41288120,+,True,176,1.359276,41287799.5,False,negative
train_negative_3892,chr1,31557492,31557992,+,False,102,0.9543365,31557597.5,False,negative
train_negative_3893,chr17,31678183,31678683,+,False,90,1.0607296,31678276.5,False,negative
train_negative_3894,chr5,72657860,72658360,+,False,91,0.33934012,72657954.5,False,negative
train_negative_3895,chr10,104538253,104538753,+,False,382,1.1854223,104538638.5,False,negative
train_negative_3896,chrX,27546712,27547212,+,True,110,1.3003176,27546825.5,False,negative
train_negative_3897,chr8,127072359,127072859,+,True,10,1.6909801,127072372.5,False,negative
train_negative_3898,chr3,84790599,84791099,+,True,354,1.5662873,84790956.5,False,negative
train_negative_3899,chr16,60813927,60814427,+,True,169,1.6909801,60814099.5,False,negative
train_negative_3900,chr4,18317927,18318427,+,False,457,1.2178755,18318387.5,False,negative
train_negative_3901,chr21,22239116,22239616,+,True,37,1.3003176,22239156.5,False,negative
train_negative_3902,chr2,21938126,21938626,+,False,457,1.0931827,21938586.5,False,negative
train_negative_3903,chr5,163878590,163879090,+,False,256,0.9469361,163878849.5,False,negative
train_negative_3904,chr8,126378568,126379068,+,False,72,1.2178755,126378643.5,False,negative
train_negative_3905,chrX,42068852,42069352,+,True,167,1.6909801,42069022.5,False,negative
train_negative_3906,chr20,20792658,20793158,+,False,385,0.9543365,20793046.5,False,negative
train_negative_3907,chr3,80481398,80481898,+,True,431,1.5662874,80481832.5,False,negative
train_negative_3908,chr11,33431244,33431744,+,False,72,1.0867798,33431319.5,False,negative
train_negative_3909,chr2,17264308,17264808,+,True,452,1.6909801,17264763.5,False,negative
train_negative_3910,chr3,65071244,65071744,+,True,178,1.5662873,65071425.5,False,negative
train_negative_3911,chr7,81051865,81052365,+,True,27,1.5662874,81051895.5,False,negative
train_negative_3912,chr1,5061636,5062136,+,True,457,1.5662874,5062096.5,False,negative
train_negative_3913,chr4,115403597,115404097,+,True,67,1.6909801,115403667.5,False,negative
train_negative_3914,chr7,13419252,13419752,+,True,26,1.5662874,13419281.5,False,negative
train_negative_3915,chr5,105735852,105736352,+,False,424,1.175625,105736279.5,False,negative
train_negative_3916,chr13,84263914,84264414,+,False,438,0.604802,84264355.5,False,negative
train_negative_3917,chr4,59394860,59395360,+,True,140,1.6909801,59395003.5,False,negative
train_negative_3918,chr5,17895660,17896160,+,True,176,1.5662874,17895839.5,False,negative
train_negative_3919,chr7,27426391,27426891,+,False,322,1.1854223,27426716.5,False,negative
train_negative_3920,chr11,2204074,2204574,+,False,260,0.63725513,2204337.5,False,negative
train_negative_3921,chr10,58903050,58903550,+,True,176,1.6909801,58903229.5,False,negative
train_negative_3922,chr21,23585649,23586149,+,False,73,1.2178754,23585725.5,False,negative
train_negative_3923,chr6,121609345,121609845,+,True,463,1.6909801,121609811.5,False,negative
train_negative_3924,chr3,1816591,1817091,+,True,479,1.5662873,1817073.5,False,negative
train_negative_3925,chr2,21337255,21337755,+,False,114,1.0867798,21337372.5,False,negative
train_negative_3926,chr4,96241505,96242005,+,True,457,1.4028636,96241965.5,False,negative
train_negative_3927,chr21,18625092,18625592,+,True,54,1.359276,18625149.5,False,negative
train_negative_3928,chr5,77674115,77674615,+,True,79,1.5662874,77674197.5,False,negative
train_negative_3929,chr3,135526320,135526820,+,True,66,1.5662874,135526389.5,False,negative
train_negative_3930,chr21,13886211,13886711,+,True,93,1.3003176,13886307.5,False,negative
train_negative_3931,chr1,70592634,70593134,+,False,322,1.0867798,70592959.5,False,negative
train_negative_3932,chr12,70147191,70147691,+,True,65,1.3003176,70147259.5,False,negative
train_negative_3933,chr19,6643678,6644178,+,True,369,1.5275564,6644050.5,False,negative
train_negative_3934,chr15,87839338,87839838,+,True,71,1.4028636,87839412.5,False,negative
train_negative_3935,chr5,107080511,107081011,+,True,319,1.6909801,107080833.5,False,negative
train_negative_3936,chr5,92918934,92919434,+,True,244,1.5662874,92919181.5,False,negative
train_negative_3937,chr1,61564055,61564555,+,True,270,1.5275564,61564328.5,False,negative
train_negative_3938,chr4,161249450,161249950,+,True,179,1.3003176,161249632.5,False,negative
train_negative_3939,chr13,42369334,42369834,+,False,484,0.9233562,42369821.5,True,negative
train_negative_3940,chr1,22404589,22405089,+,True,75,1.6909801,22404667.5,False,negative
train_negative_3941,chr1,30782537,30783037,+,True,173,1.3003176,30782713.5,False,negative
train_negative_3942,chr12,72072686,72073186,+,True,268,1.359276,72072957.5,False,negative
train_negative_3943,chr13,86534552,86535052,+,False,3,1.1854223,86534558.5,False,negative
train_negative_3944,chr3,112434117,112434617,+,True,257,1.3003176,112434377.5,False,negative
train_negative_3945,chr5,101674301,101674801,+,False,311,1.0867798,101674615.5,False,negative
train_negative_3946,chr16,73346235,73346735,+,False,251,0.9753869,73346489.5,False,negative
train_negative_3947,chr6,91942756,91943256,+,True,301,1.3003176,91943060.5,False,negative
train_negative_3948,chr18,47733962,47734462,+,True,159,1.6909801,47734124.5,False,negative
train_negative_3949,chr10,18709213,18709713,+,True,452,1.4028636,18709668.5,False,negative
train_negative_3950,chr10,104610503,104611003,+,False,166,1.1854223,104610672.5,False,negative
train_negative_3951,chr3,151574203,151574703,+,False,370,1.0931828,151574576.5,False,negative
train_negative_3952,chr6,71713685,71714185,+,True,249,1.4028636,71713937.5,False,negative
train_negative_3953,chr6,18010067,18010567,+,False,488,1.1000797,18010558.5,False,negative
train_negative_3954,chr11,98728019,98728519,+,True,27,1.3003176,98728049.5,False,negative
train_negative_3955,chr5,165943468,165943968,+,True,453,1.6909801,165943924.5,False,negative
train_negative_3956,chr15,66882074,66882574,+,False,143,0.5194593,66882220.5,False,negative
train_negative_3957,chr4,66958305,66958805,+,True,283,1.6909801,66958591.5,False,negative
train_negative_3958,chr4,166429268,166429768,+,True,270,1.6909801,166429541.5,False,negative
train_negative_3959,chr8,96432353,96432853,+,False,120,0.79475987,96432476.5,False,negative
train_negative_3960,chr1,119488080,119488580,+,True,205,1.359276,119488288.5,False,negative
train_negative_3961,chr10,128494801,128495301,+,False,456,0.9543366,128495260.5,False,negative
train_negative_3962,chr3,36145420,36145920,+,True,150,1.5662873,36145573.5,False,negative
train_negative_3963,chr3,18755291,18755791,+,True,132,1.5662874,18755426.5,False,negative
train_negative_3964,chr11,130503836,130504336,+,True,436,1.5275564,130504275.5,False,negative
train_negative_3965,chr17,56738328,56738828,+,True,343,1.5662874,56738674.5,False,negative
train_negative_3966,chr2,4074253,4074753,+,True,167,1.6909801,4074423.5,False,negative
train_negative_3967,chr3,190339279,190339779,+,False,368,1.0607296,190339650.5,False,negative
train_negative_3968,chr10,21298175,21298675,+,True,244,1.6909801,21298422.5,False,negative
train_negative_3969,chr13,93080007,93080507,+,True,116,1.5662874,93080126.5,False,negative
train_negative_3970,chrX,4068197,4068697,+,True,0,1.3003176,4068200.5,False,negative
train_negative_3971,chr15,88350635,88351135,+,False,353,1.2178755,88350991.5,False,negative
train_negative_3972,chr21,28191563,28192063,+,False,237,0.9753869,28191803.5,False,negative
train_negative_3973,chr6,100086284,100086784,+,False,237,1.2178755,100086524.5,False,negative
train_negative_3974,chr5,83413989,83414489,+,True,138,1.6909801,83414130.5,False,negative
train_negative_3975,chr7,94039131,94039631,+,True,75,1.6909801,94039209.5,False,negative
train_negative_3976,chr3,54051592,54052092,+,True,342,1.3003176,54051937.5,False,negative
train_negative_3977,chr7,19434472,19434972,+,True,36,1.6909801,19434511.5,False,negative
train_negative_3978,chr1,238820899,238821399,+,True,30,1.4028636,238820932.5,False,negative
train_negative_3979,chr10,90331060,90331560,+,True,99,1.6909801,90331162.5,False,negative
train_negative_3980,chr3,30102595,30103095,+,True,418,1.6909801,30103016.5,False,negative
train_negative_3981,chr10,121626237,121626737,+,False,421,1.1000797,121626661.5,False,negative
train_negative_3982,chr4,159484394,159484894,+,False,463,1.1103598,159484860.5,False,negative
train_negative_3983,chr17,46392318,46392818,+,False,55,0.9620872,46392376.5,False,negative
train_negative_3984,chr3,109160321,109160821,+,True,35,1.5662874,109160359.5,False,negative
train_negative_3985,chr8,15906265,15906765,+,True,458,1.5662873,15906726.5,False,negative
train_negative_3986,chr7,68637612,68638112,+,False,23,1.0867798,68637638.5,False,negative
train_negative_3987,chr13,69291279,69291779,+,True,307,1.6909801,69291589.5,False,negative
train_negative_3988,chrX,38925313,38925813,+,False,442,1.1000797,38925758.5,False,negative
train_negative_3989,chr10,35991097,35991597,+,True,405,1.359276,35991505.5,False,negative
train_negative_3990,chr8,126851017,126851517,+,False,154,1.1103598,126851174.5,False,negative
train_negative_3991,chr13,83054877,83055377,+,True,471,1.6909801,83055351.5,False,negative
train_negative_3992,chr2,5922160,5922660,+,True,318,1.3003176,5922481.5,False,negative
train_negative_3993,chr8,31260764,31261264,+,True,14,1.6909801,31260781.5,False,negative
train_negative_3994,chr13,28802035,28802535,+,False,443,1.175625,28802481.5,False,negative
train_negative_3995,chr6,19688256,19688756,+,True,304,1.359276,19688563.5,False,negative
train_negative_3996,chr7,67652737,67653237,+,True,207,1.5662874,67652947.5,False,negative
